nature_id,nature_frlabel,count
http://www.wikidata.org/entity/Q7997,Grand Prix automobile de France,63
http://www.wikidata.org/entity/Q7366,chanson,62
http://www.wikidata.org/entity/Q3146899,diocèse catholique,61
http://www.wikidata.org/entity/Q618779,distinction,60
http://www.wikidata.org/entity/Q20437094,installation,59
http://www.wikidata.org/entity/Q158438,pont en arc,58
http://www.wikidata.org/entity/Q11269813,grotte ornée,58
http://www.wikidata.org/entity/Q11303,gratte-ciel,57
http://www.wikidata.org/entity/Q44377,tunnel,57
http://www.wikidata.org/entity/Q1523545,logis seigneurial,57
http://www.wikidata.org/entity/Q33992,Paris-Roubaix,56
http://www.wikidata.org/entity/Q1370598,lieu de culte,56
http://www.wikidata.org/entity/Q22698,parc,55
http://www.wikidata.org/entity/Q1137809,palais de justice,54
http://www.wikidata.org/entity/Q847017,club sportif,54
http://www.wikidata.org/entity/Q34023,tumulus,54
http://www.wikidata.org/entity/Q474,aqueduc,52
http://www.wikidata.org/entity/Q7075,bibliothèque,52
http://www.wikidata.org/entity/Q4164871,fonction,52
http://www.wikidata.org/entity/Q695850,base aérienne,52
http://www.wikidata.org/entity/Q18127,label discographique,52
http://www.wikidata.org/entity/Q41298,magazine,52
http://www.wikidata.org/entity/Q33837,archipel,51
http://www.wikidata.org/entity/Q1818761,parc naturel régional,51
http://www.wikidata.org/entity/Q192601,oppidum,50
http://www.wikidata.org/entity/Q46831,chaîne de montagnes,50
http://www.wikidata.org/entity/Q181348,viaduc,50
http://www.wikidata.org/entity/Q20639848,équipe de club,50
http://www.wikidata.org/entity/Q13533432,Indication géographique protégée,49
http://www.wikidata.org/entity/Q2860456,archives départementales,49
http://www.wikidata.org/entity/Q3152659,Institut universitaire de technologie,49
http://www.wikidata.org/entity/Q3397526,pont en maçonnerie,48
http://www.wikidata.org/entity/Q43605,Internationaux de France de tennis,48
http://www.wikidata.org/entity/Q120560,basilique mineure,48
http://www.wikidata.org/entity/Q1255087,section révolutionnaire de Paris,48
http://www.wikidata.org/entity/Q57831,forteresse,47
http://www.wikidata.org/entity/Q537127,pont routier,47
http://www.wikidata.org/entity/Q57821,fortification,47
http://www.wikidata.org/entity/Q15640053,réseau de tramway,47
http://www.wikidata.org/entity/Q173387,tombe,47
http://www.wikidata.org/entity/Q607241,presbytère,47
http://www.wikidata.org/entity/Q16893403,Simple dames,46
http://www.wikidata.org/entity/Q1030403,pont-canal,46
http://www.wikidata.org/entity/Q164240,mégalithe,46
http://www.wikidata.org/entity/Q702842,arrondissement municipal français,45
http://www.wikidata.org/entity/Q40357,prison,45
http://www.wikidata.org/entity/Q106123,route européenne,45
http://www.wikidata.org/entity/Q1048525,Terrain de golf,45
http://www.wikidata.org/entity/Q820655,loi,44
http://www.wikidata.org/entity/Q19860854,bâtiment détruit,44
http://www.wikidata.org/entity/Q2385804,institution de formation,44
http://www.wikidata.org/entity/Q14645593,équipe de rugby à XV,44
http://www.wikidata.org/entity/Q35666,glacier,43
http://www.wikidata.org/entity/Q20978687,ceinture périphérique,42
http://www.wikidata.org/entity/Q44539,temple,41
http://www.wikidata.org/entity/Q786820,constructeur automobile,40
http://www.wikidata.org/entity/Q847027,grande école,40
http://www.wikidata.org/entity/Q180516,salle,40
http://www.wikidata.org/entity/Q2143825,sentier de randonnée,39
http://www.wikidata.org/entity/Q82794,région géographique,39
http://www.wikidata.org/entity/Q2140699,région viticoles,39
http://www.wikidata.org/entity/Q2326815,bibliothèque municipale,39
http://www.wikidata.org/entity/Q48204,association,39
http://www.wikidata.org/entity/Q953806,arrêt de bus,39
http://www.wikidata.org/entity/Q20638319,ProTeam,38
http://www.wikidata.org/entity/Q378427,prix littéraire,38
http://www.wikidata.org/entity/Q13219666,tournoi de tennis,38
http://www.wikidata.org/entity/Q1107656,jardin,38
http://www.wikidata.org/entity/Q483242,laboratoire de recherche,38
http://www.wikidata.org/entity/Q17143723,paroisse catholique,38
http://www.wikidata.org/entity/Q39816,vallée,37
http://www.wikidata.org/entity/Q1143635,école de commerce,37
http://www.wikidata.org/entity/Q185187,moulin à eau,37
http://www.wikidata.org/entity/Q376996,Grand Prix moto de France,36
http://www.wikidata.org/entity/Q170477,cheminée,36
http://www.wikidata.org/entity/Q19397522,banc-reposoir,36
http://www.wikidata.org/entity/Q4989906,monument,35
http://www.wikidata.org/entity/Q17431399,musée national,35
http://www.wikidata.org/entity/Q382927,équipe continentale professionnelle,35
http://www.wikidata.org/entity/Q15145593,ligne de tramway,35
http://www.wikidata.org/entity/Q43483,puits à eau,35
http://www.wikidata.org/entity/Q179700,statue,34
http://www.wikidata.org/entity/Q19698111,réserve naturelle volontaire,34
http://www.wikidata.org/entity/Q4167836,page de catégorie d'un projet Wikimedia,34
http://www.wikidata.org/entity/Q15991159,bataille du Moyen Âge,33
http://www.wikidata.org/entity/Q1193753,alignement mégalithique,33
http://www.wikidata.org/entity/Q209495,ancienne province de France,32
http://www.wikidata.org/entity/Q18608583,événement sportif récurrent,32
http://www.wikidata.org/entity/Q515,ville,32
http://www.wikidata.org/entity/Q555937,île accessible à marée basse,32
http://www.wikidata.org/entity/Q15823129,chartreuse,32
http://www.wikidata.org/entity/Q91165,donjon,32
http://www.wikidata.org/entity/Q133346,frontière,32
http://www.wikidata.org/entity/Q1690211,lavoir,32
http://www.wikidata.org/entity/Q22160703,élection législative en France,31
http://www.wikidata.org/entity/Q188055,siège,31
http://www.wikidata.org/entity/Q88291,citadelle,30
http://www.wikidata.org/entity/Q16466010,match de football,30
http://www.wikidata.org/entity/Q386724,œuvre,30
http://www.wikidata.org/entity/Q32815,mosquée,29
http://www.wikidata.org/entity/Q3089219,frontière maritime,29
http://www.wikidata.org/entity/Q13360570,borne milliaire,29
http://www.wikidata.org/entity/Q16893072,Simple messieurs,28
http://www.wikidata.org/entity/Q725531,Rallye automobile Monte-Carlo,28
http://www.wikidata.org/entity/Q2281788,aquarium public,28
http://www.wikidata.org/entity/Q22687,banque,28
http://www.wikidata.org/entity/Q185113,cap,28
http://www.wikidata.org/entity/Q820477,mine,28
http://www.wikidata.org/entity/Q3508373,syndicat mixte,28
http://www.wikidata.org/entity/Q36784,région française,28
http://www.wikidata.org/entity/Q380342,manufacture,27
http://www.wikidata.org/entity/Q3244038,établissement public à caractère administratif,27
http://www.wikidata.org/entity/Q130003,station de sports d'hiver,27
http://www.wikidata.org/entity/Q15343039,établissement public,27
http://www.wikidata.org/entity/Q1303167,grange,27
http://www.wikidata.org/entity/Q1444,orgue,27
http://www.wikidata.org/entity/Q2001305,chaîne de télévision,26
http://www.wikidata.org/entity/Q1068842,passerelle,26
http://www.wikidata.org/entity/Q955824,société savante,26
http://www.wikidata.org/entity/Q11032,journal,26
http://www.wikidata.org/entity/Q1230166,Masters de Paris-Bercy,26
http://www.wikidata.org/entity/Q1007870,galerie d'art,25
http://www.wikidata.org/entity/Q11446,navire,25
http://www.wikidata.org/entity/Q15079663,ligne de métro,25
http://www.wikidata.org/entity/Q38720,moulin à vent,25
http://www.wikidata.org/entity/Q1416685,rempart,25
http://www.wikidata.org/entity/Q1123037,Chanson enfantine,25
http://www.wikidata.org/entity/Q13393265,équipe de basket-ball,24
http://www.wikidata.org/entity/Q2900244,passages couverts de Paris,24
http://www.wikidata.org/entity/Q109607,ruine,24
http://www.wikidata.org/entity/Q18674739,salle de spectacle,24
http://www.wikidata.org/entity/Q3757179,Parçans d'Occitanie,24
http://www.wikidata.org/entity/Q164419,galerie,24
http://www.wikidata.org/entity/Q15061650,tournoi de golf,24
http://www.wikidata.org/entity/Q815448,beffroi,24
http://www.wikidata.org/entity/Q1092563,périodique,23
http://www.wikidata.org/entity/Q299561,Open 13,23
http://www.wikidata.org/entity/Q4632675,dwelling place,23
http://www.wikidata.org/entity/Q383092,école d'art,23
http://www.wikidata.org/entity/Q3412198,Pôle de recherche et d'enseignement supérieur,23
http://www.wikidata.org/entity/Q17299700,Double messieurs,23
http://www.wikidata.org/entity/Q1359104,Grand Prix de Fourmies,23
http://www.wikidata.org/entity/Q40558,forge,23
http://www.wikidata.org/entity/Q1935049,école militaire,22
http://www.wikidata.org/entity/Q5741069,groupe de rock,22
http://www.wikidata.org/entity/Q219423,peinture murale,22
http://www.wikidata.org/entity/Q188040,carrière,22
http://www.wikidata.org/entity/Q317557,église paroissiale,22
http://www.wikidata.org/entity/Q327333,agence publique,21
http://www.wikidata.org/entity/Q505782,Tour du Haut-Var,21
http://www.wikidata.org/entity/Q17299348,Double dames,21
http://www.wikidata.org/entity/Q105731,écluse,21
http://www.wikidata.org/entity/Q1144661,attraction,21
http://www.wikidata.org/entity/Q1756006,équipe continentale,21
http://www.wikidata.org/entity/Q3476533,sculpture monumentale,21
http://www.wikidata.org/entity/Q15091377,course cycliste,21
http://www.wikidata.org/entity/Q157031,fondation,21
http://www.wikidata.org/entity/Q532998,regard,21
http://www.wikidata.org/entity/Q6581615,thermes romains,21
http://www.wikidata.org/entity/Q216107,grand magasin,20
http://www.wikidata.org/entity/Q54831,amphithéâtre,20
http://www.wikidata.org/entity/Q2072238,archidiocèse,20
http://www.wikidata.org/entity/Q62832,observatoire,20
http://www.wikidata.org/entity/Q287950,Grand Prix Ouest-France de Plouay,20
http://www.wikidata.org/entity/Q1501,piscine,20
http://www.wikidata.org/entity/Q170980,obélisque,20
http://www.wikidata.org/entity/Q102496,paroisse,20
http://www.wikidata.org/entity/Q1630387,croix hosannière,20
http://www.wikidata.org/entity/Q276173,pavillon,20
http://www.wikidata.org/entity/Q90754,redoute,20
http://www.wikidata.org/entity/Q31855,institut de recherche,19
http://www.wikidata.org/entity/Q142031,funiculaire,19
http://www.wikidata.org/entity/Q143912,arc de triomphe,19
http://www.wikidata.org/entity/Q1060829,salle de concert,19
http://www.wikidata.org/entity/Q16629853,Double mixte,19
http://www.wikidata.org/entity/Q3587541,Élections sénatoriales françaises,19
http://www.wikidata.org/entity/Q211302,lac glaciaire,19
http://www.wikidata.org/entity/Q131681,lac de barrage,19
http://www.wikidata.org/entity/Q158218,pont en treillis,19
http://www.wikidata.org/entity/Q10943,fromage,19
http://www.wikidata.org/entity/Q12570,pont suspendu,19
http://www.wikidata.org/entity/Q685935,revue,19
http://www.wikidata.org/entity/Q178790,syndicat professionnel,19
http://www.wikidata.org/entity/Q948878,colombier,19
http://www.wikidata.org/entity/Q88372,esplanade,19
http://www.wikidata.org/entity/Q3079027,forêt domaniale,19
http://www.wikidata.org/entity/Q19850578,tour Chappe,19
http://www.wikidata.org/entity/Q499337,Paris-Tours,18
http://www.wikidata.org/entity/Q1404207,château de roche,18
http://www.wikidata.org/entity/Q153562,opéra,18
http://www.wikidata.org/entity/Q194195,parc d'attractions,18
http://www.wikidata.org/entity/Q973011,médaille militaire de campagne,18
http://www.wikidata.org/entity/Q3578166,École nationale supérieure,18
http://www.wikidata.org/entity/Q1785271,équipe cycliste,18
http://www.wikidata.org/entity/Q92062,motte castrale,18
http://www.wikidata.org/entity/Q1970365,musée d'histoire naturelle,18
http://www.wikidata.org/entity/Q1251403,ruelle,18
http://www.wikidata.org/entity/Q6979593,équipe nationale de football,17
http://www.wikidata.org/entity/Q19691007,ensemble institutionnel,17
http://www.wikidata.org/entity/Q2031836,église orthodoxe,17
http://www.wikidata.org/entity/Q20639847,équipe cycliste professionnelle,17
http://www.wikidata.org/entity/Q30022,café,17
http://www.wikidata.org/entity/Q3044799,département français d'Algérie,17
http://www.wikidata.org/entity/Q870455,bagne,17
http://www.wikidata.org/entity/Q3292203,échangeur autoroutier,17
http://www.wikidata.org/entity/Q1016093,Vignoble de Bourgogne,17
http://www.wikidata.org/entity/Q16641077,habitation agricole des Antilles et de Guyane,17
http://www.wikidata.org/entity/Q19979289,maison natale,17
http://www.wikidata.org/entity/Q1798450,écomusée,17
http://www.wikidata.org/entity/Q3024240,État historique,16
http://www.wikidata.org/entity/Q1078765,accident ferroviaire,16
http://www.wikidata.org/entity/Q868557,festival de musique,16
http://www.wikidata.org/entity/Q3592593,Études d'ingénieurs en France,16
http://www.wikidata.org/entity/Q744913,accident aérien,16
http://www.wikidata.org/entity/Q132241,festival,16
http://www.wikidata.org/entity/Q5003624,mémorial,16
http://www.wikidata.org/entity/Q131734,brasserie,16
http://www.wikidata.org/entity/Q3528749,timbre de France d'usage courant,16
http://www.wikidata.org/entity/Q583208,Grand Prix de Denain,16
http://www.wikidata.org/entity/Q17489156,chapiteau sculpté,16
http://www.wikidata.org/entity/Q160091,plaine,15
http://www.wikidata.org/entity/Q14755054,régiment de cavalerie,15
http://www.wikidata.org/entity/Q423790,communauté urbaine,15
http://www.wikidata.org/entity/Q2354973,tunnel routier,15
http://www.wikidata.org/entity/Q125992,lanterne des morts,15
http://www.wikidata.org/entity/Q14911880,séminaire,15
http://www.wikidata.org/entity/Q133067,mosaïque,15
http://www.wikidata.org/entity/Q699405,logement,15
http://www.wikidata.org/entity/Q504802,carrefour,15
http://www.wikidata.org/entity/Q181307,lieu-dit,15
http://www.wikidata.org/entity/Q3279218,maison d'arrêt,15
http://www.wikidata.org/entity/Q25755,Classique des Alpes,14
http://www.wikidata.org/entity/Q134447,centrale nucléaire,14
http://www.wikidata.org/entity/Q12042110,pont en acier,14
http://www.wikidata.org/entity/Q46970,compagnie aérienne,14
http://www.wikidata.org/entity/Q52371,régiment,14
http://www.wikidata.org/entity/Q131569,traité,14
http://www.wikidata.org/entity/Q936518,constructeur aéronautique,14
http://www.wikidata.org/entity/Q209465,campus,14
http://www.wikidata.org/entity/Q35127,site web,14
http://www.wikidata.org/entity/Q487654,Paris-Nice,14
http://www.wikidata.org/entity/Q742421,compagnie théâtrale,14
http://www.wikidata.org/entity/Q381885,tombeau,14
http://www.wikidata.org/entity/Q4817,colonne,14
http://www.wikidata.org/entity/Q1430154,cloître,14
http://www.wikidata.org/entity/Q894436,bosquet,14
http://www.wikidata.org/entity/Q15238777,législature,14
http://www.wikidata.org/entity/Q17172602,croix monumentale,14
http://www.wikidata.org/entity/Q580499,oratoire,14
http://www.wikidata.org/entity/Q17146139,page de diagramme de Wikimedia,14
http://www.wikidata.org/entity/Q655150,Critérium du Dauphiné,13
http://www.wikidata.org/entity/Q1616075,station de télévision,13
http://www.wikidata.org/entity/Q917182,académie militaire,13
http://www.wikidata.org/entity/Q240313,batterie d'artillerie,13
http://www.wikidata.org/entity/Q575727,navire musée,13
http://www.wikidata.org/entity/Q81917,tour,13
http://www.wikidata.org/entity/Q1762059,société de production de cinéma,13
http://www.wikidata.org/entity/Q16060705,marché couvert,13
http://www.wikidata.org/entity/Q19593666,micro-quartiers de Nantes,13
http://www.wikidata.org/entity/Q656720,atelier,13
http://www.wikidata.org/entity/Q28640,profession,13
http://www.wikidata.org/entity/Q210223,sloop,13
http://www.wikidata.org/entity/Q372690,consulat général,13
http://www.wikidata.org/entity/Q114768,grenier,13
http://www.wikidata.org/entity/Q3184003,pays,13
http://www.wikidata.org/entity/Q3586483,élection municipale en France,13
http://www.wikidata.org/entity/Q158555,pont à haubans,12
http://www.wikidata.org/entity/Q1777138,circuit,12
http://www.wikidata.org/entity/Q655686,bâtiment commercial,12
http://www.wikidata.org/entity/Q858439,élection présidentielle,12
http://www.wikidata.org/entity/Q500834,tournoi,12
http://www.wikidata.org/entity/Q14037025,ministère français,12
http://www.wikidata.org/entity/Q152081,camp de concentration,12
http://www.wikidata.org/entity/Q334383,abbatiale,12
http://www.wikidata.org/entity/Q47913,service de renseignement,12
http://www.wikidata.org/entity/Q1194951,équipe nationale,12
http://www.wikidata.org/entity/Q1193438,arène,12
http://www.wikidata.org/entity/Q1424583,chapelle funéraire,12
http://www.wikidata.org/entity/Q1145153,statue-menhir,12
http://www.wikidata.org/entity/Q785952,bains publics,12
http://www.wikidata.org/entity/Q15104814,frontière terrestre,12
http://www.wikidata.org/entity/Q108696,haras,12
http://www.wikidata.org/entity/Q134194,fresque,12
http://www.wikidata.org/entity/Q56019,grade militaire,12
http://www.wikidata.org/entity/Q2845944,ancien arrondissement de Paris,12
http://www.wikidata.org/entity/Q15020931,hôtel de ville,12
http://www.wikidata.org/entity/Q80793,cadran solaire,12
http://www.wikidata.org/entity/Q3003415,croix de carrefour,12
http://www.wikidata.org/entity/Q683363,cotre,12
http://www.wikidata.org/entity/Q787113,promenade,12
http://www.wikidata.org/entity/Q3364296,parc des expositions,12
http://www.wikidata.org/entity/Q170285,panneau de signalisation routière,12
http://www.wikidata.org/entity/Q3550804,unité de formation et de recherche,12
http://www.wikidata.org/entity/Q162875,mausolée,11
http://www.wikidata.org/entity/Q42032,domaine de premier niveau national,11
http://www.wikidata.org/entity/Q1021711,station balnéaire,11
http://www.wikidata.org/entity/Q561068,chaîne de télévision thématique,11
http://www.wikidata.org/entity/Q1930585,colonne commémorative,11
http://www.wikidata.org/entity/Q2811,sous-marin,11
http://www.wikidata.org/entity/Q290588,Étoile de Bessèges,11
http://www.wikidata.org/entity/Q7321974,cairn,11
http://www.wikidata.org/entity/Q1140575,Critérium international de la route,11
http://www.wikidata.org/entity/Q166620,bassin versant,11
http://www.wikidata.org/entity/Q2088357,ensemble musical,11
http://www.wikidata.org/entity/Q848197,groupe parlementaire,11
http://www.wikidata.org/entity/Q3455362,régiment de cavalerie français,11
http://www.wikidata.org/entity/Q683835,chevalement,11
http://www.wikidata.org/entity/Q125770,voie,11
http://www.wikidata.org/entity/Q2914427,corps de garde,11
http://www.wikidata.org/entity/Q3124518,gîte d'étape,11
http://www.wikidata.org/entity/Q1577547,immeuble d'habitation,11
http://www.wikidata.org/entity/Q943017,parc national de France,10
http://www.wikidata.org/entity/Q644371,aéroport international,10
http://www.wikidata.org/entity/Q849854,Sentier européen de grande randonnée,10
http://www.wikidata.org/entity/Q639244,Championnat du monde de Cyclisme sur Piste,10
http://www.wikidata.org/entity/Q875538,université publique,10
http://www.wikidata.org/entity/Q34763,péninsule,10
http://www.wikidata.org/entity/Q245016,base militaire,10
http://www.wikidata.org/entity/Q180684,conflit,10
http://www.wikidata.org/entity/Q40080,plage,10
http://www.wikidata.org/entity/Q189004,collège,10
http://www.wikidata.org/entity/Q7755,constitution,10
http://www.wikidata.org/entity/Q641226,aréna,10
http://www.wikidata.org/entity/Q666943,commune associée,10
http://www.wikidata.org/entity/Q117827,Open GDF Suez,10
http://www.wikidata.org/entity/Q846659,cimetière juif,10
http://www.wikidata.org/entity/Q1129474,paysage culturel,10
http://www.wikidata.org/entity/Q2936606,route nationale d'intérêt local,10
http://www.wikidata.org/entity/Q935773,cromlech,10
http://www.wikidata.org/entity/Q19832486,classe de locomotive,10
http://www.wikidata.org/entity/Q42195,pétroglyphe,10
http://www.wikidata.org/entity/Q91752,enceinte fortifiée,10
http://www.wikidata.org/entity/Q7843791,consulat,10
http://www.wikidata.org/entity/Q1473346,vitrail,10
