commune_id,commune_frlabel,administrative_area_id,administrative_area_frlabel,country_id,country_frlabel,coord,lien_osm,date_creation,nom_officiel,superficie,population
http://www.wikidata.org/entity/Q2274435,Akpro-Missérété,http://www.wikidata.org/entity/Q29169,Ouémé,http://www.wikidata.org/entity/Q962,Bénin,Point(6.5625 2.5852777777778),,,,,
http://www.wikidata.org/entity/Q2336677,Aplahoué,http://www.wikidata.org/entity/Q29173,Couffo,http://www.wikidata.org/entity/Q962,Bénin,Point(6.933333 1.683333),,,,,
http://www.wikidata.org/entity/Q2337446,Malanville,http://www.wikidata.org/entity/Q29165,Alibori,http://www.wikidata.org/entity/Q962,Bénin,Point(11.866666666667 3.3833333333333),,,,,
http://www.wikidata.org/entity/Q2356092,Bohicon,http://www.wikidata.org/entity/Q29172,Zou,http://www.wikidata.org/entity/Q962,Bénin,Point(7.2 2.0666666666667),,,,,
http://www.wikidata.org/entity/Q2360019,Lalo,http://www.wikidata.org/entity/Q29173,Couffo,http://www.wikidata.org/entity/Q962,Bénin,Point(6.91666667 1.88333333),,,,,
http://www.wikidata.org/entity/Q2375902,Avrankou,http://www.wikidata.org/entity/Q29169,Ouémé,http://www.wikidata.org/entity/Q962,Bénin,Point(6.55 2.666667),,,,,
http://www.wikidata.org/entity/Q2378608,Nikki,http://www.wikidata.org/entity/Q29136,Borgou,http://www.wikidata.org/entity/Q962,Bénin,Point(9.93333333 3.20833333),,,,,
http://www.wikidata.org/entity/Q2449849,Glazoué,http://www.wikidata.org/entity/Q29141,Collines,http://www.wikidata.org/entity/Q962,Bénin,Point(7.973611 2.24),,,,,
http://www.wikidata.org/entity/Q2464735,Covè,http://www.wikidata.org/entity/Q29172,Zou,http://www.wikidata.org/entity/Q962,Bénin,Point(7.222222 2.338889),,,,,
http://www.wikidata.org/entity/Q2464735,Covè,http://www.wikidata.org/entity/Q29172,Zou,http://www.wikidata.org/entity/Q962,Bénin,Point(7.2333 2.3),,,,,
http://www.wikidata.org/entity/Q2473939,Abomey-Calavi,http://www.wikidata.org/entity/Q29147,Atlantique,http://www.wikidata.org/entity/Q962,Bénin,Point(6.4486111111111 2.3555555555556),,,,,
http://www.wikidata.org/entity/Q2474638,Kétou,http://www.wikidata.org/entity/Q32108,Plateau,http://www.wikidata.org/entity/Q962,Bénin,Point(7.3580555555556 2.6075),,,,,
http://www.wikidata.org/entity/Q2476120,Adjarra,http://www.wikidata.org/entity/Q29169,Ouémé,http://www.wikidata.org/entity/Q962,Bénin,Point(6.5333333333333 2.6666666666667),,,,,
http://www.wikidata.org/entity/Q2527479,Kouandé,http://www.wikidata.org/entity/Q29154,Atacora,http://www.wikidata.org/entity/Q962,Bénin,Point(10.331666666667 1.6913888888889),,,,,
http://www.wikidata.org/entity/Q2566827,Dogbo-Tota,http://www.wikidata.org/entity/Q29173,Couffo,http://www.wikidata.org/entity/Q962,Bénin,Point(6.8 1.783333),,,,,
http://www.wikidata.org/entity/Q2609291,Savè,http://www.wikidata.org/entity/Q29141,Collines,http://www.wikidata.org/entity/Q962,Bénin,Point(8.0333333333333 2.4833333333333),,,,,
http://www.wikidata.org/entity/Q2609335,Dassa-Zoumè,http://www.wikidata.org/entity/Q29141,Collines,http://www.wikidata.org/entity/Q962,Bénin,Point(7.75 2.1833333333333),,,,,
http://www.wikidata.org/entity/Q2647400,Toviklin,http://www.wikidata.org/entity/Q29173,Couffo,http://www.wikidata.org/entity/Q962,Bénin,Point(6.833333 1.816667),,,,,
http://www.wikidata.org/entity/Q2682057,Athiémé,http://www.wikidata.org/entity/Q29135,Mono,http://www.wikidata.org/entity/Q962,Bénin,Point(6.583333 1.666667),,,,,
http://www.wikidata.org/entity/Q2684866,Dangbo,http://www.wikidata.org/entity/Q29169,Ouémé,http://www.wikidata.org/entity/Q962,Bénin,Point(6.5 2.683333),,,,,
http://www.wikidata.org/entity/Q2693366,Kpomassè,http://www.wikidata.org/entity/Q29147,Atlantique,http://www.wikidata.org/entity/Q962,Bénin,Point(6.4 1.966667),,,,,
http://www.wikidata.org/entity/Q2716795,Pèrèrè,http://www.wikidata.org/entity/Q29136,Borgou,http://www.wikidata.org/entity/Q962,Bénin,Point(9.799444 2.992778),,,,,
http://www.wikidata.org/entity/Q2910571,Bopa,http://www.wikidata.org/entity/Q29135,Mono,http://www.wikidata.org/entity/Q962,Bénin,Point(6.583333 1.983333),,,,,
http://www.wikidata.org/entity/Q2991511,Comè,http://www.wikidata.org/entity/Q29135,Mono,http://www.wikidata.org/entity/Q962,Bénin,Point(6.4 1.8833),,,,,
http://www.wikidata.org/entity/Q2991511,Comè,http://www.wikidata.org/entity/Q29135,Mono,http://www.wikidata.org/entity/Q962,Bénin,Point(6.4 1.883333),,,,,
http://www.wikidata.org/entity/Q3032740,Djakotomey,http://www.wikidata.org/entity/Q29173,Couffo,http://www.wikidata.org/entity/Q962,Bénin,Point(6.9 1.716667),,,,,
http://www.wikidata.org/entity/Q3141428,Houéyogbé,http://www.wikidata.org/entity/Q29135,Mono,http://www.wikidata.org/entity/Q962,Bénin,Point(6.45 1.933333),,,,,
http://www.wikidata.org/entity/Q3192088,Kalalé,http://www.wikidata.org/entity/Q29136,Borgou,http://www.wikidata.org/entity/Q962,Bénin,Point(10.295278 3.381667),,,,,
http://www.wikidata.org/entity/Q3197910,Klouékanmè,http://www.wikidata.org/entity/Q29173,Couffo,http://www.wikidata.org/entity/Q962,Bénin,Point(6.980278 1.842222),,,,,
http://www.wikidata.org/entity/Q3300020,Matéri,http://www.wikidata.org/entity/Q29154,Atacora,http://www.wikidata.org/entity/Q962,Bénin,Point(10.697778 1.063333),,,,,
http://www.wikidata.org/entity/Q3532838,Toucountouna,http://www.wikidata.org/entity/Q29154,Atacora,http://www.wikidata.org/entity/Q962,Bénin,Point(10.498611 1.375556),,,,,
http://www.wikidata.org/entity/Q3574433,Za-Kpota,http://www.wikidata.org/entity/Q29172,Zou,http://www.wikidata.org/entity/Q962,Bénin,Point(7.230278 2.215278),,,,,
http://www.wikidata.org/entity/Q3574757,Zagnanado,http://www.wikidata.org/entity/Q29172,Zou,http://www.wikidata.org/entity/Q962,Bénin,Point(7.266667 2.35),,,,,
http://www.wikidata.org/entity/Q3712277,,http://www.wikidata.org/entity/Q29161,Donga,http://www.wikidata.org/entity/Q962,Bénin,Point(9.7 1.666667),,,,,
